,drug,cell_line,IC50
263,Fulvestrant,MONOMAC6,1.171788
264,GDC0810,MONOMAC6,4.653824
265,GNE-317,MONOMAC6,-0.384044
266,GSK1904529A,MONOMAC6,3.361578
267,GSK2578215A,MONOMAC6,3.959929
268,GSK2830371,MONOMAC6,3.840053
269,GSK343,MONOMAC6,3.167461
270,GSK591,MONOMAC6,3.8941
271,GW441756,MONOMAC6,1.51788
272,Gefitinib,MONOMAC6,1.772904
273,Gemcitabine,MONOMAC6,-4.843396
274,I-BRD9,MONOMAC6,1.345108
275,ICL-SIRT078,MONOMAC6,2.162168
276,Ipatasertib,MONOMAC6,0.422304
277,Irinotecan,MONOMAC6,0.09869
278,JNK Inhibitor VIII,MONOMAC6,4.696689
279,JQ1,MONOMAC6,-1.728477
280,KU-55933,MONOMAC6,3.387302
281,LGK974,MONOMAC6,2.712634
282,LJI308,MONOMAC6,3.392309
283,Lapatinib,MONOMAC6,2.895672
284,Lenalidomide,MONOMAC6,3.754978
285,Lestaurtinib,MONOMAC6,-4.419524
286,Linsitinib,MONOMAC6,3.131902
287,Luminespib,MONOMAC6,-4.936914
288,MG-132,MONOMAC6,-2.050918
289,MIM1,MONOMAC6,3.957696
290,MIRA-1,MONOMAC6,3.90638
291,MK-1775,MONOMAC6,-1.030491
292,MK-2206,MONOMAC6,0.212378
293,MK-8776,MONOMAC6,-0.148302
294,Methotrexate,MONOMAC6,-4.703608
295,Motesanib,MONOMAC6,4.225031
296,Mycophenolic acid,MONOMAC6,1.003588
297,N-acetyl cysteine,MONOMAC6,9.400527
298,NU7441,MONOMAC6,1.289203
299,NVP-ADW742,MONOMAC6,0.556723
300,Navitoclax,MONOMAC6,1.415579
301,Nilotinib,MONOMAC6,1.801977
302,Nutlin-3a (-),MONOMAC6,4.336738
303,OSI-027,MONOMAC6,1.119575
304,Obatoclax Mesylate,MONOMAC6,-0.9275
305,Olaparib,MONOMAC6,3.170312
306,Osimertinib,MONOMAC6,0.550132
307,Oxaliplatin,MONOMAC6,1.637134
308,P22077,MONOMAC6,0.986203
309,PD0325901,MONOMAC6,0.066447
310,PD173074,MONOMAC6,2.519559
311,PFI-1,MONOMAC6,1.465349
312,PLX-4720,MONOMAC6,0.4971
313,POMHEX,MONOMAC6,-0.161213
314,Paclitaxel,MONOMAC6,-5.82445
315,Palbociclib,MONOMAC6,1.859921
316,Pevonedistat,MONOMAC6,-4.033075
317,Pictilisib,MONOMAC6,-0.349823
318,Pyridostatin,MONOMAC6,2.796411
319,RO-3306,MONOMAC6,2.053315
320,Rapamycin,MONOMAC6,-3.108759
321,Refametinib,MONOMAC6,-0.360598
322,Ribociclib,MONOMAC6,3.069551
323,Rucaparib,MONOMAC6,2.372484
324,SB216763,MONOMAC6,4.602899
325,SB590885,MONOMAC6,4.086722
326,SCH772984,MONOMAC6,1.356441
327,SGC0946,MONOMAC6,1.478139
328,SN-38,MONOMAC6,-5.062373
329,Sapitinib,MONOMAC6,3.48152
330,Savolitinib,MONOMAC6,0.797373
331,Selumetinib,MONOMAC6,1.823184
332,Sepantronium bromide,MONOMAC6,-4.214986
333,Serdemetan,MONOMAC6,1.89959
334,Sorafenib,MONOMAC6,-4.572455
335,Staurosporine,MONOMAC6,-5.909916
336,TW 37,MONOMAC6,0.312281
337,Talazoparib,MONOMAC6,0.707492
338,Tamoxifen,MONOMAC6,1.862034
339,Tanespimycin,MONOMAC6,-1.510369
340,Taselisib,MONOMAC6,-0.266481
341,Telomerase Inhibitor IX,MONOMAC6,-0.722456
342,Temozolomide,MONOMAC6,3.176285
343,Temsirolimus,MONOMAC6,-0.181792
344,Trametinib,MONOMAC6,-1.376072
345,UMI-77,MONOMAC6,1.620338
346,UNC0379,MONOMAC6,1.334856
347,UNC0638,MONOMAC6,1.883743
348,Ulixertinib,MONOMAC6,1.703154
349,Uprosertib,MONOMAC6,1.111944
350,VE821,MONOMAC6,2.003538
351,VX-11e,MONOMAC6,1.284252
352,Veliparib,MONOMAC6,3.977152
353,Venetoclax,MONOMAC6,0.578429
354,Vinblastine,MONOMAC6,-6.359207
355,Vinorelbine,MONOMAC6,-4.617505
356,Vismodegib,MONOMAC6,4.084193
357,Vorinostat,MONOMAC6,0.087911
358,WEHI-539,MONOMAC6,2.517096
359,WIKI4,MONOMAC6,4.778531
360,Wee1 Inhibitor,MONOMAC6,-0.52499
361,YK-4-279,MONOMAC6,0.335603
362,ZM447439,MONOMAC6,0.962118
363,alpha-lipoic acid,MONOMAC6,6.211133
364,glutathione,MONOMAC6,8.923178
365,5-Fluorouracil,LS513,1.742438
366,5-azacytidine,LS513,3.380988
367,A-366,LS513,3.638545
368,AGI-6780,LS513,4.47839
369,AGK2,LS513,2.611247
370,AT13148,LS513,4.4434
371,AZ6102,LS513,0.798365
372,AZ960,LS513,2.629074
373,AZD1208,LS513,3.668332
374,AZD1332,LS513,4.486385
375,AZD2014,LS513,1.281718
376,AZD3759,LS513,1.446812
377,AZD4547,LS513,3.99813
378,AZD5153,LS513,2.064885
379,AZD5438,LS513,0.993794
380,AZD5582,LS513,4.829677
381,AZD5991,LS513,6.149584
382,AZD7762,LS513,0.715533
383,AZD8055,LS513,-0.138152
384,Acetalax,LS513,5.590222
385,Afatinib,LS513,-0.259734
386,Alisertib,LS513,0.25052
387,Alpelisib,LS513,3.180765
388,Avagacestat,LS513,4.887107
389,Axitinib,LS513,2.513083
390,BI-2536,LS513,-0.877715
391,BMS-345541,LS513,2.135081
392,BMS-754807,LS513,-1.114806
393,Bleomycin,LS513,2.038504
394,Bleomycin (50 uM),LS513,1.510962
395,Bosutinib,LS513,3.329184
396,Bromosporine,LS513,1.947817
397,CCT007093,LS513,5.698212
398,CPI-637,LS513,5.611521
399,CZC24832,LS513,4.956259
400,Camptothecin,LS513,-3.160246
401,Carmustine,LS513,6.951097
402,Cisplatin,LS513,2.919147
403,Crizotinib,LS513,1.277685
404,Dabrafenib,LS513,4.404782
405,Dacarbazine,LS513,6.567301
406,Dactinomycin,LS513,-3.760591
407,Daporinad,LS513,-3.855835
408,Dasatinib,LS513,2.264065
409,Dihydrorotenone,LS513,2.075017
410,Dinaciclib,LS513,-2.886744
411,Docetaxel,LS513,-3.711243
412,Doramapimod,LS513,5.35352
413,EHT-1864,LS513,3.170517
414,EPZ004777,LS513,5.859496
415,EPZ5676,LS513,5.133465
416,Elephantin,LS513,1.96435
417,Entinostat,LS513,1.350856
418,Entospletinib,LS513,4.500123
419,Fludarabine,LS513,3.534461
420,Fulvestrant,LS513,6.0177
421,GSK-LSD1,LS513,1.683692
422,GSK1904529A,LS513,4.405936
423,GSK2110183B,LS513,1.405565
424,GSK2606414,LS513,3.552131
425,GSK2801,LS513,5.172107
426,GSK2830371,LS513,5.658243
427,GSK343,LS513,3.158856
428,GSK591,LS513,4.441317
429,GW441756,LS513,3.981601
430,Gallibiscoquinazole,LS513,3.494294
431,Gemcitabine,LS513,-3.243612
432,I-BET-762,LS513,3.169127
433,IWP-2,LS513,3.441628
434,Ibrutinib,LS513,4.813731
435,Irinotecan,LS513,1.813011
436,JNK Inhibitor VIII,LS513,5.540519
437,JQ1,LS513,1.464482
438,KRAS (G12C) Inhibitor-12,LS513,4.124174
439,KU-55933,LS513,5.775309
440,L-Oxonoreleagnine,LS513,4.146112
441,LCL161,LS513,5.528602
442,LGK974,LS513,4.447995
443,LJI308,LS513,4.729262
444,LMP744,LS513,-0.66299
445,LY2109761,LS513,4.92314
446,Lapatinib,LS513,1.37076
447,Leflunomide,LS513,5.065966
448,Lenalidomide,LS513,5.504545
449,Lestaurtinib,LS513,0.024441
450,Linsitinib,LS513,1.593206
451,Luminespib,LS513,-3.726129
452,MG-132,LS513,-1.429434
453,MIRA-1,LS513,4.312625
454,MK-1775,LS513,-0.595952
455,MK-2206,LS513,0.824578
456,ML323,LS513,4.24133
457,MN-64,LS513,5.071992
458,Methotrexate,LS513,-0.864728
459,Mirin,LS513,4.089461
460,Mitoxantrone,LS513,0.384495
461,Motesanib,LS513,5.775309
462,Mycophenolic acid,LS513,0.645459
463,N-acetyl cysteine,LS513,8.988045
464,NU7441,LS513,3.189255
465,Navitoclax,LS513,2.150489
466,Nelarabine,LS513,6.796692
467,Niraparib,LS513,3.769896
468,Nutlin-3a (-),LS513,1.406242
469,OF-1,LS513,4.4166
470,OSI-027,LS513,4.801549
471,OTX015,LS513,2.015937
472,Obatoclax Mesylate,LS513,0.521782
473,Olaparib,LS513,3.813458
474,Oxaliplatin,LS513,1.776041
475,PCI-34051,LS513,3.487065
476,PD0325901,LS513,-3.224086
477,PD173074,LS513,3.514301
478,PFI-1,LS513,4.402877
479,PFI3,LS513,5.737934
480,PLX-4720,LS513,5.060211
481,POMHEX,LS513,0.590036
482,PRIMA-1MET,LS513,3.392785
483,PRT062607,LS513,2.476106
484,Palbociclib,LS513,1.209893
485,Picolinici-acid,LS513,4.748499
486,Pictilisib,LS513,0.296864
487,Podophyllotoxin bromide,LS513,-1.023477
488,RO-3306,LS513,2.570261
489,RVX-208,LS513,5.333803
490,Rapamycin,LS513,-1.05794
491,Refametinib,LS513,-1.83118
492,Ribociclib,LS513,1.62957
493,Romidepsin,LS513,-4.322347
494,Rucaparib,LS513,3.004406
495,Ruxolitinib,LS513,5.222221
496,SB216763,LS513,3.048123
497,SB505124,LS513,1.328481
498,SB590885,LS513,3.307989
499,SCH772984,LS513,0.024482
500,SGC-CBP30,LS513,4.708829
501,SGC0946,LS513,1.776863
502,SN-38,LS513,-4.489221
503,Sabutoclax,LS513,-0.200939
504,Sapitinib,LS513,1.634124
505,Schweinfurthin A,LS513,3.308318
506,Selumetinib,LS513,-0.11144
507,Serdemetan,LS513,3.282957
508,Sinularin,LS513,2.589297
509,Staurosporine,LS513,-2.235196
510,TW 37,LS513,4.467028
511,Tanespimycin,LS513,-1.886624
512,Taselisib,LS513,0.327674
513,Temozolomide,LS513,7.248506
514,Temsirolimus,LS513,0.224156
515,Teniposide,LS513,1.352384
516,Topotecan,LS513,0.179324
517,Trametinib,LS513,-5.07196
518,UNC0379,LS513,2.50628
519,UNC0638,LS513,4.474052
520,Uprosertib,LS513,1.288134
521,VE-822,LS513,1.942905
522,VE821,LS513,2.798011
523,VX-11e,LS513,-0.154789
524,Veliparib,LS513,5.030822
525,Vincristine,LS513,-1.685101
526,Vinorelbine,LS513,-3.521728
527,Vismodegib,LS513,4.616114
528,WEHI-539,LS513,3.719036
529,WZ4003,LS513,3.224961
530,Wnt-C59,LS513,5.417568
531,XAV939,LS513,4.566113
532,ZM447439,LS513,1.744665
533,Zoledronate,LS513,4.536145
534,alpha-lipoic acid,LS513,7.90602
535,glutathione,LS513,8.468905
536,5-Fluorouracil,A101D,3.945825
537,5-azacytidine,A101D,1.198543
538,A-366,A101D,5.475173
539,ABT737,A101D,0.474327
540,AGI-5198,A101D,5.528712
541,AGI-6780,A101D,4.501571
542,AGK2,A101D,4.176421
543,AMG-319,A101D,3.48855
544,AT13148,A101D,3.01253
545,AZ6102,A101D,1.301374
546,AZ960,A101D,1.863709
547,AZD1208,A101D,4.76108
548,AZD1332,A101D,3.201106
549,AZD2014,A101D,0.632457
550,AZD3759,A101D,2.991665
551,AZD4547,A101D,3.315949
552,AZD5153,A101D,0.408255
553,AZD5363,A101D,1.810588
554,AZD5438,A101D,1.296108
555,AZD5582,A101D,-4.857478
556,AZD5991,A101D,4.140862
557,AZD6738,A101D,1.003643
558,AZD7762,A101D,0.300596
559,AZD8055,A101D,-1.27046
560,AZD8186,A101D,1.907486
561,Acetalax,A101D,7.083142
562,Afatinib,A101D,1.566515
563,Afuresertib,A101D,2.311981
564,Alisertib,A101D,1.283772
565,Alpelisib,A101D,4.226877
566,Avagacestat,A101D,4.064976
567,Axitinib,A101D,4.658258
568,BI-2536,A101D,-1.946281
569,BIBR-1532,A101D,4.784777
570,BMS-345541,A101D,4.974567
571,BMS-536924,A101D,3.229974
572,BMS-754807,A101D,2.67881
573,Bleomycin,A101D,2.168683
574,Bleomycin (50 uM),A101D,2.454798
575,Bortezomib,A101D,-6.884155
576,Bosutinib,A101D,3.215838
577,Bromosporine,A101D,2.010181
578,Buparlisib,A101D,0.294596
579,CCT007093,A101D,5.350212
580,CPI-637,A101D,4.177282
581,CZC24832,A101D,4.688979
582,Camptothecin,A101D,-2.762168
583,Carmustine,A101D,6.005621
584,Cediranib,A101D,2.154311
585,Cisplatin,A101D,1.37653
586,Crizotinib,A101D,2.45638
587,Cyclophosphamide,A101D,5.782912
588,Cytarabine,A101D,0.560338
589,Dabrafenib,A101D,-1.036739
590,Dacarbazine,A101D,6.538847
591,Dactinomycin,A101D,-4.545826
592,Dactolisib,A101D,-3.345471
593,Dasatinib,A101D,1.832577
594,Dihydrorotenone,A101D,1.789078
595,Dinaciclib,A101D,-3.298414
596,Docetaxel,A101D,-4.384575
597,Doramapimod,A101D,5.856646
598,EHT-1864,A101D,4.342398
599,EPZ004777,A101D,4.620337
600,EPZ5676,A101D,5.599818
601,Elephantin,A101D,2.476098
602,Entinostat,A101D,1.364011
603,Entospletinib,A101D,3.068
604,Epirubicin,A101D,-2.126764
605,Erlotinib,A101D,2.081909
606,Fludarabine,A101D,4.887141
607,Foretinib,A101D,0.441549
608,Fulvestrant,A101D,4.57441
609,GDC0810,A101D,5.780097
610,GNE-317,A101D,-0.016563
611,GSK-LSD1,A101D,3.602105
612,GSK1904529A,A101D,5.391914
613,GSK2110183B,A101D,3.76809
614,GSK2578215A,A101D,5.093699
615,GSK2606414,A101D,2.515183
616,GSK2801,A101D,5.984099
617,GSK2830371,A101D,4.95475
618,GSK343,A101D,2.482056
619,GSK591,A101D,5.284514
620,GW441756,A101D,2.560479
621,Gallibiscoquinazole,A101D,2.877264
622,Gefitinib,A101D,3.788991
623,Gemcitabine,A101D,-4.425918
624,I-BET-762,A101D,2.429231
625,I-BRD9,A101D,4.013667
626,ICL-SIRT078,A101D,2.825809
627,IWP-2,A101D,3.144803
628,Ibrutinib,A101D,6.316881
629,Ipatasertib,A101D,3.80683
630,Irinotecan,A101D,2.556283
631,JNK Inhibitor VIII,A101D,5.683355
632,JQ1,A101D,0.888394
633,KRAS (G12C) Inhibitor-12,A101D,3.562459
634,KU-55933,A101D,3.691217
635,L-Oxonoreleagnine,A101D,4.099089
636,LCL161,A101D,2.602135
637,LGK974,A101D,4.900866
638,LJI308,A101D,4.084553
639,LMP744,A101D,-0.388949
640,LY2109761,A101D,6.18273
641,Lapatinib,A101D,2.223729
642,Leflunomide,A101D,5.013599
643,Lenalidomide,A101D,5.839225
644,Lestaurtinib,A101D,-0.900305
645,Linsitinib,A101D,5.219105
646,Luminespib,A101D,-1.961041
647,MG-132,A101D,-2.990291
648,MIM1,A101D,4.108693
649,MIRA-1,A101D,3.594124
650,MK-1775,A101D,-0.077663
651,MK-2206,A101D,3.004413
652,MK-8776,A101D,3.030025
653,ML323,A101D,5.071922
654,MN-64,A101D,5.133064
655,Methotrexate,A101D,1.868041
656,Mirin,A101D,4.675386
657,Mitoxantrone,A101D,1.072435
658,Motesanib,A101D,5.875725
659,Mycophenolic acid,A101D,0.332671
660,N-acetyl cysteine,A101D,10.288385
661,NU7441,A101D,2.399076
662,NVP-ADW742,A101D,2.048064
663,Navitoclax,A101D,1.517395
664,Nelarabine,A101D,6.568278
665,Nilotinib,A101D,3.134265
666,Niraparib,A101D,5.437382
667,Nutlin-3a (-),A101D,2.31233
668,OF-1,A101D,5.183961
669,OSI-027,A101D,2.268155
670,OTX015,A101D,1.344809
671,Obatoclax Mesylate,A101D,-1.038164
672,Olaparib,A101D,4.371187
673,Osimertinib,A101D,3.342514
674,Oxaliplatin,A101D,5.043389
675,P22077,A101D,3.386455
676,PCI-34051,A101D,4.579814
677,PD0325901,A101D,-1.737046
678,PD173074,A101D,4.910767
679,PFI-1,A101D,3.230754
680,PFI3,A101D,5.925184
681,PLX-4720,A101D,1.355216
682,POMHEX,A101D,2.52872
683,PRIMA-1MET,A101D,3.361337
684,PRT062607,A101D,3.941058
685,Paclitaxel,A101D,-3.72567
686,Palbociclib,A101D,3.284073
687,Pevonedistat,A101D,-0.281275
688,Picolinici-acid,A101D,5.388484
689,Pictilisib,A101D,0.58427
690,Podophyllotoxin bromide,A101D,-1.337843
691,Pyridostatin,A101D,3.786312
692,RO-3306,A101D,2.252193
693,RVX-208,A101D,5.258357
694,Rapamycin,A101D,-4.40798
695,Refametinib,A101D,-0.195098
696,Remodelin,A101D,5.126682
697,Ribociclib,A101D,3.911755
698,Romidepsin,A101D,-6.283654
699,Rucaparib,A101D,4.782792
700,Ruxolitinib,A101D,5.32777
701,SB216763,A101D,4.370663
702,SB590885,A101D,0.891654
703,SCH772984,A101D,0.743311
704,SGC-CBP30,A101D,4.19092
705,SGC0946,A101D,2.17912
706,SN-38,A101D,-4.246648
707,Sabutoclax,A101D,-1.107939
708,Sapitinib,A101D,5.557492
709,Savolitinib,A101D,2.505996
710,Schweinfurthin A,A101D,2.28509
711,Selumetinib,A101D,1.007914
712,Sepantronium bromide,A101D,-6.272035
713,Serdemetan,A101D,3.492969
714,Sinularin,A101D,3.331862
715,Sorafenib,A101D,2.584758
716,Staurosporine,A101D,-2.98248
717,Talazoparib,A101D,2.845414
718,Tamoxifen,A101D,2.528269
719,Tanespimycin,A101D,0.500829
720,Taselisib,A101D,1.457826
721,Telomerase Inhibitor IX,A101D,-1.003577
722,Temozolomide,A101D,5.957069
723,Temsirolimus,A101D,-0.722323
724,Teniposide,A101D,0.287774
725,Topotecan,A101D,0.158983
726,Trametinib,A101D,-2.414401
727,UMI-77,A101D,2.588245
728,UNC0379,A101D,4.732749
729,UNC0638,A101D,4.579878
730,Ulixertinib,A101D,1.439521
731,Uprosertib,A101D,1.95192
732,VE-822,A101D,4.977676
733,VE821,A101D,4.888522
734,VX-11e,A101D,1.061044
735,Veliparib,A101D,4.824732
